V1	V2	V3	father
12185	R-HSA-141334	PAOs oxidise polyamines to amines	Homo sapiens	Metabolism
12186	R-HSA-5651801	PCNA-Dependent Long Patch Base Excision Repair	Homo sapiens	DNA Repair
12187	R-HSA-4086400	PCP/CE pathway	Homo sapiens	Signal Transduction
12188	R-HSA-389948	PD-1 signaling	Homo sapiens	Immune System
12189	R-HSA-165160	PDE3B signalling	Homo sapiens	Signal Transduction
12190	R-HSA-9674428	PDGFR mutants bind TKIs	Homo sapiens	Disease
12191	R-HSA-210990	PECAM1 interactions	Homo sapiens	Hemostasis
12192	R-HSA-381042	PERK regulates gene expression	Homo sapiens	Cellular responses to stimuli
12193	R-HSA-1483255	PI Metabolism	Homo sapiens	Metabolism
12194	R-HSA-1483196	PI and PC transport between ER and Golgi membranes	Homo sapiens	Metabolism
12195	R-HSA-5654689	PI-3K cascade:FGFR1	Homo sapiens	Signal Transduction
12196	R-HSA-5654695	PI-3K cascade:FGFR2	Homo sapiens	Signal Transduction
12197	R-HSA-5654710	PI-3K cascade:FGFR3	Homo sapiens	Signal Transduction
12198	R-HSA-5654720	PI-3K cascade:FGFR4	Homo sapiens	Signal Transduction
12199	R-HSA-109704	PI3K Cascade	Homo sapiens	Signal Transduction
12200	R-HSA-1963642	PI3K events in ERBB2 signaling	Homo sapiens	Signal Transduction
12201	R-HSA-1250342	PI3K events in ERBB4 signaling	Homo sapiens	Signal Transduction
12202	R-HSA-2219528	PI3K/AKT Signaling in Cancer	Homo sapiens	Disease
12203	R-HSA-198203	PI3K/AKT activation	Homo sapiens	Signal Transduction
12204	R-HSA-6811555	PI5P Regulates TP53 Acetylation	Homo sapiens	Gene expression (Transcription)
12205	R-HSA-6811558	PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling	Homo sapiens	Signal Transduction
12206	R-HSA-5205685	PINK1-PRKN Mediated Mitophagy	Homo sapiens	Autophagy
12207	R-HSA-1257604	PIP3 activates AKT signaling	Homo sapiens	Signal Transduction
12208	R-HSA-1660510	PIPs transport between Golgi and plasma membranes	Homo sapiens	Metabolism
12209	R-HSA-1660502	PIPs transport between early and late endosome membranes	Homo sapiens	Metabolism
12210	R-HSA-1660537	PIPs transport between early endosome and Golgi membranes	Homo sapiens	Metabolism
12211	R-HSA-1660508	PIPs transport between late endosome and Golgi membranes	Homo sapiens	Metabolism
12212	R-HSA-1660524	PIPs transport between plasma and early endosome membranes	Homo sapiens	Metabolism
12213	R-HSA-5601884	PIWI-interacting RNA (piRNA) biogenesis	Homo sapiens	Gene expression (Transcription)
12214	R-HSA-163615	PKA activation	Homo sapiens	Signal Transduction
12215	R-HSA-164378	PKA activation in glucagon signalling	Homo sapiens	Metabolism
12216	R-HSA-111931	PKA-mediated phosphorylation of CREB	Homo sapiens	Signal Transduction
12217	R-HSA-163358	PKA-mediated phosphorylation of key metabolic factors	Homo sapiens	Metabolism
12218	R-HSA-109703	PKB-mediated events	Homo sapiens	Signal Transduction
12219	R-HSA-3214841	PKMTs methylate histone lysines	Homo sapiens	Chromatin organization
12220	R-HSA-9833482	PKR-mediated signaling	Homo sapiens	Immune System
12221	R-HSA-112043	PLC beta mediated events	Homo sapiens	Signal Transduction
12222	R-HSA-167021	PLC-gamma1 signalling	Homo sapiens	Signal Transduction
12223	R-HSA-1251932	PLCG1 events in ERBB2 signaling	Homo sapiens	Signal Transduction
12224	R-HSA-110362	POLB-Dependent Long Patch Base Excision Repair	Homo sapiens	DNA Repair
12225	R-HSA-2892247	POU5F1 (OCT4), SOX2, NANOG activate genes related to proliferation	Homo sapiens	Developmental Biology
12226	R-HSA-2892245	POU5F1 (OCT4), SOX2, NANOG repress genes related to differentiation	Homo sapiens	Developmental Biology
12227	R-HSA-163767	PP2A-mediated dephosphorylation of key metabolic factors	Homo sapiens	Metabolism
12228	R-HSA-1989781	PPARA activates gene expression	Homo sapiens	Metabolism
12229	R-HSA-212300	PRC2 methylates histones and DNA	Homo sapiens	Gene expression (Transcription)
12230	R-HSA-5674404	PTEN Loss of Function in Cancer	Homo sapiens	Disease
12231	R-HSA-6807070	PTEN Regulation	Homo sapiens	Signal Transduction
12232	R-HSA-8849474	PTK6 Activates STAT3	Homo sapiens	Signal Transduction
12233	R-HSA-8849472	PTK6 Down-Regulation	Homo sapiens	Signal Transduction
12234	R-HSA-8849473	PTK6 Expression	Homo sapiens	Signal Transduction
12235	R-HSA-8849470	PTK6 Regulates Cell Cycle	Homo sapiens	Signal Transduction
12236	R-HSA-8849468	PTK6 Regulates Proteins Involved in RNA Processing	Homo sapiens	Signal Transduction
12237	R-HSA-8849471	PTK6 Regulates RHO GTPases, RAS GTPase and MAP kinases	Homo sapiens	Signal Transduction
12238	R-HSA-8849469	PTK6 Regulates RTKs and Their Effectors AKT1 and DOK1	Homo sapiens	Signal Transduction
12239	R-HSA-8857538	PTK6 promotes HIF1A stabilization	Homo sapiens	Signal Transduction
12240	R-HSA-171306	Packaging Of Telomere Ends	Homo sapiens	Cell Cycle
12241	R-HSA-168303	Packaging of Eight RNA Segments	Homo sapiens	Disease
12242	R-HSA-9753281	Paracetamol ADME	Homo sapiens	Drug ADME
12243	R-HSA-6802955	Paradoxical activation of RAF signaling by kinase inactive BRAF	Homo sapiens	Disease
12244	R-HSA-9664407	Parasite infection	Homo sapiens	Disease
12245	R-HSA-9824443	Parasitic Infection Pathways	Homo sapiens	Disease
12246	R-HSA-432047	Passive transport by Aquaporins	Homo sapiens	Transport of small molecules
12247	R-HSA-167290	Pausing and recovery of HIV elongation	Homo sapiens	Disease
12248	R-HSA-167238	Pausing and recovery of Tat-mediated HIV elongation	Homo sapiens	Disease
12249	R-HSA-71336	Pentose phosphate pathway	Homo sapiens	Metabolism
12250	R-HSA-6791465	Pentose phosphate pathway disease	Homo sapiens	Disease
12251	R-HSA-156902	Peptide chain elongation	Homo sapiens	Metabolism of proteins
12252	R-HSA-209952	Peptide hormone biosynthesis	Homo sapiens	Metabolism of proteins
12253	R-HSA-2980736	Peptide hormone metabolism	Homo sapiens	Metabolism of proteins
12254	R-HSA-375276	Peptide ligand-binding receptors	Homo sapiens	Signal Transduction
12255	R-HSA-390918	Peroxisomal lipid metabolism	Homo sapiens	Metabolism
12256	R-HSA-9033241	Peroxisomal protein import	Homo sapiens	Protein localization
12257	R-HSA-9005895	Pervasive developmental disorders	Homo sapiens	Disease
12258	R-HSA-9664873	Pexophagy	Homo sapiens	Autophagy
12259	R-HSA-9637698	Phagocyte cell death caused by cytosolic Mtb	Homo sapiens	Disease
12260	R-HSA-5576892	Phase 0 - rapid depolarisation	Homo sapiens	Muscle contraction
12261	R-HSA-5576894	Phase 1 - inactivation of fast Na+ channels	Homo sapiens	Muscle contraction
12262	R-HSA-5576893	Phase 2 - plateau phase	Homo sapiens	Muscle contraction
12263	R-HSA-5576890	Phase 3 - rapid repolarisation	Homo sapiens	Muscle contraction
12264	R-HSA-5576886	Phase 4 - resting membrane potential	Homo sapiens	Muscle contraction
12265	R-HSA-211945	Phase I - Functionalization of compounds	Homo sapiens	Metabolism
12266	R-HSA-156580	Phase II - Conjugation of compounds	Homo sapiens	Metabolism
12267	R-HSA-8963691	Phenylalanine and tyrosine metabolism	Homo sapiens	Metabolism
12268	R-HSA-8964208	Phenylalanine metabolism	Homo sapiens	Metabolism
12269	R-HSA-2160456	Phenylketonuria	Homo sapiens	Disease
12270	R-HSA-8850843	Phosphate bond hydrolysis by NTPDase proteins	Homo sapiens	Metabolism
12271	R-HSA-2393930	Phosphate bond hydrolysis by NUDT proteins	Homo sapiens	Metabolism
12272	R-HSA-5654219	Phospholipase C-mediated cascade: FGFR1	Homo sapiens	Signal Transduction
12273	R-HSA-5654221	Phospholipase C-mediated cascade; FGFR2	Homo sapiens	Signal Transduction
12274	R-HSA-5654227	Phospholipase C-mediated cascade; FGFR3	Homo sapiens	Signal Transduction
12275	R-HSA-5654228	Phospholipase C-mediated cascade; FGFR4	Homo sapiens	Signal Transduction
12276	R-HSA-1483257	Phospholipid metabolism	Homo sapiens	Metabolism
12277	R-HSA-202427	Phosphorylation of CD3 and TCR zeta chains	Homo sapiens	Immune System
12278	R-HSA-176417	Phosphorylation of Emi1	Homo sapiens	Cell Cycle
12279	R-HSA-69200	Phosphorylation of proteins involved in G1/S transition by active Cyclin E:Cdk2 complexes	Homo sapiens	Cell Cycle
12280	R-HSA-170145	Phosphorylation of proteins involved in the G2/M transition by Cyclin A:Cdc2 complexes	Homo sapiens	Cell Cycle
12281	R-HSA-176412	Phosphorylation of the APC/C	Homo sapiens	Cell Cycle
12282	R-HSA-5578768	Physiological factors	Homo sapiens	Muscle contraction
12283	R-HSA-8963898	Plasma lipoprotein assembly	Homo sapiens	Transport of small molecules
12284	R-HSA-174824	Plasma lipoprotein assembly, remodeling, and clearance	Homo sapiens	Transport of small molecules
12285	R-HSA-8964043	Plasma lipoprotein clearance	Homo sapiens	Transport of small molecules
12286	R-HSA-8963899	Plasma lipoprotein remodeling	Homo sapiens	Transport of small molecules
12287	R-HSA-75896	Plasmalogen biosynthesis	Homo sapiens	Metabolism
12288	R-HSA-75892	Platelet Adhesion to exposed collagen	Homo sapiens	Hemostasis
12289	R-HSA-76009	Platelet Aggregation (Plug Formation)	Homo sapiens	Hemostasis
12290	R-HSA-76002	Platelet activation, signaling and aggregation	Homo sapiens	Hemostasis
12291	R-HSA-418360	Platelet calcium homeostasis	Homo sapiens	Hemostasis
12292	R-HSA-114608	Platelet degranulation 	Homo sapiens	Hemostasis
12293	R-HSA-418346	Platelet homeostasis	Homo sapiens	Hemostasis
12294	R-HSA-432142	Platelet sensitization by LDL	Homo sapiens	Hemostasis
12295	R-HSA-164525	Plus-strand DNA synthesis	Homo sapiens	Disease
12296	R-HSA-156711	Polo-like kinase mediated events	Homo sapiens	Cell Cycle
12297	R-HSA-69091	Polymerase switching	Homo sapiens	Cell Cycle
12298	R-HSA-174411	Polymerase switching on the C-strand of the telomere	Homo sapiens	Cell Cycle
12299	R-HSA-5250913	Positive epigenetic regulation of rRNA expression	Homo sapiens	Gene expression (Transcription)
12300	R-HSA-438064	Post NMDA receptor activation events	Homo sapiens	Neuronal System
12301	R-HSA-389977	Post-chaperonin tubulin folding pathway	Homo sapiens	Metabolism of proteins
12302	R-HSA-426496	Post-transcriptional silencing by small RNAs	Homo sapiens	Gene expression (Transcription)
12303	R-HSA-163125	Post-translational modification: synthesis of GPI-anchored proteins	Homo sapiens	Metabolism of proteins
12304	R-HSA-597592	Post-translational protein modification	Homo sapiens	Metabolism of proteins
12305	R-HSA-8957275	Post-translational protein phosphorylation	Homo sapiens	Metabolism of proteins
12306	R-HSA-9615933	Postmitotic nuclear pore complex (NPC) reformation	Homo sapiens	Cell Cycle
12307	R-HSA-622327	Postsynaptic nicotinic acetylcholine receptors	Homo sapiens	Neuronal System
12308	R-HSA-1296071	Potassium Channels	Homo sapiens	Neuronal System
12309	R-HSA-1296067	Potassium transport channels	Homo sapiens	Neuronal System
12310	R-HSA-9679191	Potential therapeutics for SARS	Homo sapiens	Disease
12311	R-HSA-1912422	Pre-NOTCH Expression and Processing	Homo sapiens	Signal Transduction
12312	R-HSA-1912420	Pre-NOTCH Processing in Golgi	Homo sapiens	Signal Transduction
12313	R-HSA-1912399	Pre-NOTCH Processing in the Endoplasmic Reticulum	Homo sapiens	Signal Transduction
12314	R-HSA-1912408	Pre-NOTCH Transcription and Translation	Homo sapiens	Signal Transduction
12315	R-HSA-9757110	Prednisone ADME	Homo sapiens	Drug ADME
12316	R-HSA-389957	Prefoldin mediated transfer of substrate  to CCT/TriC	Homo sapiens	Metabolism of proteins
12317	R-HSA-196108	Pregnenolone biosynthesis	Homo sapiens	Metabolism
12318	R-HSA-112308	Presynaptic depolarization and calcium channel opening	Homo sapiens	Neuronal System
12319	R-HSA-500657	Presynaptic function of Kainate receptors	Homo sapiens	Neuronal System
12320	R-HSA-622323	Presynaptic nicotinic acetylcholine receptors	Homo sapiens	Neuronal System
12321	R-HSA-5693616	Presynaptic phase of homologous DNA pairing and strand exchange	Homo sapiens	DNA Repair
12322	R-HSA-9636383	Prevention of phagosomal-lysosomal fusion	Homo sapiens	Disease
12323	R-HSA-3215018	Processing and activation of SUMO	Homo sapiens	Metabolism of proteins
12324	R-HSA-72203	Processing of Capped Intron-Containing Pre-mRNA	Homo sapiens	Metabolism of RNA
12325	R-HSA-75067	Processing of Capped Intronless Pre-mRNA	Homo sapiens	Metabolism of RNA
12326	R-HSA-5693607	Processing of DNA double-strand break ends	Homo sapiens	DNA Repair
12327	R-HSA-77595	Processing of Intronless Pre-mRNAs	Homo sapiens	Metabolism of RNA
12328	R-HSA-8949664	Processing of SMDT1	Homo sapiens	Transport of small molecules
12329	R-HSA-174414	Processive synthesis on the C-strand of the telomere	Homo sapiens	Cell Cycle
12330	R-HSA-69183	Processive synthesis on the lagging strand	Homo sapiens	Cell Cycle
12331	R-HSA-5357801	Programmed Cell Death	Homo sapiens	Programmed Cell Death
12332	R-HSA-964827	Progressive trimming of alpha-1,2-linked mannose residues from Man9/8/7GlcNAc2 to produce Man5GlcNAc2	Homo sapiens	Metabolism of proteins
12333	R-HSA-1170546	Prolactin receptor signaling	Homo sapiens	Immune System
12334	R-HSA-70688	Proline catabolism	Homo sapiens	Metabolism
12335	R-HSA-169893	Prolonged ERK activation events	Homo sapiens	Signal Transduction
12336	R-HSA-71032	Propionyl-CoA catabolism	Homo sapiens	Metabolism
12337	R-HSA-392851	Prostacyclin signalling through prostacyclin receptor	Homo sapiens	Hemostasis
12338	R-HSA-391908	Prostanoid ligand receptors	Homo sapiens	Signal Transduction
12339	R-HSA-391251	Protein folding	Homo sapiens	Metabolism of proteins
12340	R-HSA-9629569	Protein hydroxylation	Homo sapiens	Metabolism of proteins
12341	R-HSA-9609507	Protein localization	Homo sapiens	Protein localization
12342	R-HSA-8876725	Protein methylation	Homo sapiens	Metabolism of proteins
12343	R-HSA-5676934	Protein repair	Homo sapiens	Metabolism of proteins
12344	R-HSA-8852135	Protein ubiquitination	Homo sapiens	Metabolism of proteins
12345	R-HSA-6794362	Protein-protein interactions at synapses	Homo sapiens	Neuronal System
12346	R-HSA-433692	Proton-coupled monocarboxylate transport	Homo sapiens	Transport of small molecules
12347	R-HSA-428559	Proton-coupled neutral amino acid transporters	Homo sapiens	Transport of small molecules
12348	R-HSA-427975	Proton/oligopeptide cotransporters	Homo sapiens	Transport of small molecules
12349	R-HSA-74259	Purine catabolism	Homo sapiens	Metabolism
12350	R-HSA-73817	Purine ribonucleoside monophosphate biosynthesis	Homo sapiens	Metabolism
12351	R-HSA-74217	Purine salvage	Homo sapiens	Metabolism
12352	R-HSA-9660826	Purinergic signaling in leishmaniasis infection	Homo sapiens	Disease
12353	R-HSA-500753	Pyrimidine biosynthesis	Homo sapiens	Metabolism
12354	R-HSA-73621	Pyrimidine catabolism	Homo sapiens	Metabolism
12355	R-HSA-73614	Pyrimidine salvage	Homo sapiens	Metabolism
12356	R-HSA-71737	Pyrophosphate hydrolysis	Homo sapiens	Metabolism
12357	R-HSA-5620971	Pyroptosis	Homo sapiens	Programmed Cell Death
12358	R-HSA-70268	Pyruvate metabolism	Homo sapiens	Metabolism
12359	R-HSA-71406	Pyruvate metabolism and Citric Acid (TCA) cycle	Homo sapiens	Metabolism
12360	R-HSA-5365859	RA biosynthesis pathway	Homo sapiens	Signal Transduction
12361	R-HSA-8876198	RAB GEFs exchange GTP for GDP on RABs	Homo sapiens	Vesicle-mediated transport
12362	R-HSA-8873719	RAB geranylgeranylation	Homo sapiens	Metabolism of proteins
12363	R-HSA-9013149	RAC1 GTPase cycle	Homo sapiens	Signal Transduction
12364	R-HSA-9013404	RAC2 GTPase cycle	Homo sapiens	Signal Transduction
12365	R-HSA-9013423	RAC3 GTPase cycle	Homo sapiens	Signal Transduction
12366	R-HSA-5673000	RAF activation	Homo sapiens	Signal Transduction
12367	R-HSA-112409	RAF-independent MAPK1/3 activation	Homo sapiens	Signal Transduction
12368	R-HSA-5673001	RAF/MAP kinase cascade	Homo sapiens	Signal Transduction
12369	R-HSA-9649913	RAS GTPase cycle mutants	Homo sapiens	Disease
12370	R-HSA-9648002	RAS processing	Homo sapiens	Signal Transduction
12371	R-HSA-6802953	RAS signaling downstream of NF1 loss-of-function variants	Homo sapiens	Disease
12372	R-HSA-8853659	RET signaling	Homo sapiens	Developmental Biology
12373	R-HSA-195258	RHO GTPase Effectors	Homo sapiens	Signal Transduction
12374	R-HSA-9012999	RHO GTPase cycle	Homo sapiens	Signal Transduction
12375	R-HSA-5663220	RHO GTPases Activate Formins	Homo sapiens	Signal Transduction
12376	R-HSA-5668599	RHO GTPases Activate NADPH Oxidases	Homo sapiens	Signal Transduction
12377	R-HSA-5627117	RHO GTPases Activate ROCKs	Homo sapiens	Signal Transduction
12378	R-HSA-5666185	RHO GTPases Activate Rhotekin and Rhophilins	Homo sapiens	Signal Transduction
12379	R-HSA-5663213	RHO GTPases Activate WASPs and WAVEs	Homo sapiens	Signal Transduction
12380	R-HSA-5625900	RHO GTPases activate CIT	Homo sapiens	Signal Transduction
12381	R-HSA-5626467	RHO GTPases activate IQGAPs	Homo sapiens	Signal Transduction
12382	R-HSA-5625970	RHO GTPases activate KTN1	Homo sapiens	Signal Transduction
12383	R-HSA-5627123	RHO GTPases activate PAKs	Homo sapiens	Signal Transduction
12384	R-HSA-5625740	RHO GTPases activate PKNs	Homo sapiens	Signal Transduction
12385	R-HSA-5627083	RHO GTPases regulate CFTR trafficking	Homo sapiens	Signal Transduction
12386	R-HSA-8980692	RHOA GTPase cycle	Homo sapiens	Signal Transduction
12387	R-HSA-9013026	RHOB GTPase cycle	Homo sapiens	Signal Transduction
12388	R-HSA-9706574	RHOBTB GTPase Cycle	Homo sapiens	Signal Transduction
12389	R-HSA-9013422	RHOBTB1 GTPase cycle	Homo sapiens	Signal Transduction
12390	R-HSA-9013418	RHOBTB2 GTPase cycle	Homo sapiens	Signal Transduction
12391	R-HSA-9706019	RHOBTB3 ATPase cycle	Homo sapiens	Signal Transduction
12392	R-HSA-9013106	RHOC GTPase cycle	Homo sapiens	Signal Transduction
12393	R-HSA-9013405	RHOD GTPase cycle	Homo sapiens	Signal Transduction
12394	R-HSA-9035034	RHOF GTPase cycle	Homo sapiens	Signal Transduction
12395	R-HSA-9013408	RHOG GTPase cycle	Homo sapiens	Signal Transduction
12396	R-HSA-9013407	RHOH GTPase cycle	Homo sapiens	Signal Transduction
12397	R-HSA-9013409	RHOJ GTPase cycle	Homo sapiens	Signal Transduction
12398	R-HSA-9013406	RHOQ GTPase cycle	Homo sapiens	Signal Transduction
